KEY,en,notes,sp,fr,de,it,pt-br
ENEMY_WOLMAROCKSNOW_DESC,Has a ranged ice attack that inflicts Slow. Can heal its allies. Can throw enemies to her allies.,,Su ataque a distancia con hielo inflige ralentización. Puede curar a los aliados. Puede lanzar a los enemigos hacia sus aliados.,Dispose d'une attaque de glace à distance qui inflige Lenteur. Peut soigner ses alliés. Peut projeter ses ennemis vers ses alliés.,"Hat einen Eis-Fernkampfangriff, der Verlangsamung verursacht. Kann Verbündete heilen. Kann Gegner auf ihre Verbündeten werfen.",Possiede un attacco congelante a distanza che infligge Rallentamento. Può curare i suoi alleati. Può lanciare i nemici ai suoi alleati.,Possui um ataque à distância de gelo que aplica lentidão. Pode curar seus aliados. Pode lançar inimigos para seus aliados.
ENEMY_POOBLESROCKSNOW_NAME,Poobles Rocksnow,,Pubbles Picarroca,Pépite Pierrafroid,Poobles Eisstein,Ciottolina Rocksnow,Poobles Rochaneve
ENEMY_POOBLESROCKSNOW_DESC,Places bear traps. Has a jumping melee attack.,,Coloca cepos para osos. Lanza un ataque cuerpo a cuerpo con salto.,Place des pièges à ours. Dispose d'une attaque au corps-à-corps sautée.,Platziert Bärenfallen. Hat einen Sprungangriff.,Piazza trappole per orsi. Possiede un attacco corpo a corpo in salto.,Prepara armadilhas de ursos. Possui um ataque corpo-a-corpo de salto.
ENEMY_DCLAUDE_NAME,D'Claude,"currently unused enemy, doesnt need loc",D'Claude,Sangrif,D'Claude,D'Artaglian,
ENEMY_DCLAUDE_DESC,,,,,,,
ENEMY_WHITERABBIT_NAME,White Rabbit,,Conejo blanco,Lapin blanc,Weißer Hase,Bianconiglio,Coelho Branco
ENEMY_WHITERABBIT_DESC,"What's he do, nibble your bum?","secret boss, gets flavor text instead of descriptive text.","¿Qué hace, dar mordisquitos en el culo?","Qu'est-ce qu'il va faire, te grignotez les miches&nbsp;?","Was soll der schon machen, an dir herumknabbern?","Che dovrebbe fare, morderti il sedere?","O que ele fez, mordeu seu bumbum?"
ENEMY_CANCREEPER_NAME,Can Creeper,,Reptacubos,Poubellard,Kannenkriecher,Melma di Lattina,Lataria
ENEMY_CANCREEPER_DESC,"Shoots diagonally or dashes forward leaving a Fly behind.
Can only be damaged from the front.
Spawns creep.",,"Dispara en diagonal o corre hacia delante, dejando una mosca a su paso.
Solo sufre daño con los ataques de frente.
Genera líquido tóxico.","Tire en diagonale ou fonce en avant en laissant une mouche derrière lui.
Ne peut subir des dégâts que par l'avant.
Fait apparaître du liquide toxique.","Schießt diagonal oder stürmt nach vorn und hinterlässt eine Fliege.
Kann nur von vorn Schaden erleiden.
Lässt Ekelschleim erscheinen.","Spara in diagonale oppure scatta in avanti lasciando dietro di sé una Mosca.
Può subire danno solo da attacchi frontali.
Genera Melma.","Dispara diagonalmente ou dá um impulso para frente, deixando uma mosca para trás.
Só pode sofrer dano pela frente.
Gera gosma."
ENEMY_CANCREEPEROUT_DESC,"Ranged attacker.
Must be in creep to attack.",,"Atacante a distancia.
Debe estar en líquido tóxico para atacar.","Attaque à distance.
Doit se tenir dans de la bave toxique pour attaquer.","Fernkämpfer.
Muss sich in Ekelschleim aufhalten, um anzugreifen.","Specialista degli attacchi a distanza.
Per poter attaccare deve trovarsi nella melma.","Agressor à distância.
Precisa estar em gosma para atacar."
ENEMY_BIGSLIME_NAME,Big Slime,,Gran Malababa,Gros vasard,Großer Schleim,Gelatina Grande,Geleia Grande
ENEMY_BIGSLIME_DESC,"Melee attacker.
Splits into 4 medium Slimes on death.",,"Atacante cuerpo a cuerpo.
Se divide en 4 babas medianas al morir.","Attaque au corps-à-corps.
Se divise en 4&nbsp;vasards à sa mort.","Nahkämpfer.
Teilt sich in 4&nbsp;mittlere Schleime auf, wenn er stirbt.","Specialista del corpo a corpo.
Quando muore si divide in 4 Gelatine Medie.","Agressor corpo-a-corpo.
Divide-se em 4 geleias médias ao morrer."
ENEMY_MEDIUMSLIME_NAME,Medium Slime,,Baba mediana,Vasard,Mittlerer Schleim,Gelatina Media,Geleia Média
ENEMY_MEDIUMSLIME_DESC,"Melee attacker.
Splits into 4 small Slimes on death.",,"Atacante cuerpo a cuerpo.
Se divide en 4 babas pequeñas al morir.","Attaque au corps-à-corps.
Se divise en 4&nbsp;petits vasards à sa mort.","Nahkämpfer.
Teilt sich in 4&nbsp;kleine Schleime auf, wenn er stirbt.","Specialista del corpo a corpo.
Quando muore si divide in 4 Gelatine Piccole.","Agressor corpo-a-corpo.
Divide-se em 4 geleias pequenas ao morrer."
ENEMY_SMALLSLIME_NAME,Small Slime,,Baba pequeña,Petit vasard,Kleiner Schleim,Gelatina Piccola,Geleia Pequena
ENEMY_SMALLSLIME_DESC,Melee attacker.,,Atacante cuerpo a cuerpo.,Attaque au corps-à-corps.,Nahkämpfer.,Specialista del corpo a corpo.,Agressor corpo-a-corpo.
ENEMY_GAMBIT_NAME,Gambit,,Gambito,Chasard,Gambit,Azzardolo,Gambit
ENEMY_GAMBIT_DESC,Has 6 special moves tied to the number on its dice! Higher numbers are more deadly.,,"Tiene 6 movimientos especiales vinculados con el número de los dados. Cuanto más alto sea el número, más letal.","Dispose de 6&nbsp;attaques spéciales correspondant aux chiffres de son dé&nbsp;! Plus ils sont élevés, plus elles sont redoutables.","Hat 6&nbsp;Spezialangriffe, die von seinem Würfelwurf abhängen! Höhere Zahlen sind tödlicher.",Ha 6 mosse speciali legate al numero che tira coi dadi! I numeri più alti sono più letali.,Possui 6 movimentos especiais ligados ao número de seu dado! Números mais altos são mais mortais.
ENEMY_FLUSHMASTER_NAME,Flushmaster,,Cisternario,Chassedo,Spülmeister,Mastro Sciacquone,Descargueiro
ENEMY_FLUSHMASTER_DESC,Pushes all units back 10 tiles in the direction its facing.,,Empuja a todas las unidades 10 casillas hacia atrás en la dirección en la que mira.,Repousse toutes les unités de 10&nbsp;cases dans la direction qu'il regarde.,"Stößt alle Einheiten 10&nbsp;Felder in die Richtung zurück, in die er blickt.",Spinge all'indietro tutte le unità di 10 caselle nella direzione in cui è rivolto.,Empurra todas as unidades 10 espaços para trás na direção para a qual está olhando.
ENEMY_MAMAMAGGOT_NAME,Mama Maggot,,Mamá Gusano,Mamasticot,Mama Made,Mamma Larva,Mamãe Verme
ENEMY_MAMAMAGGOT_DESC,"Spawns Maggots, evolves them and gives them bonus turns.
Trample.",,"Genera gusanos, los hace evolucionar y les otorga turnos de bonificación.
Pisotón.","Invoque des asticots, les fait évoluer et leur confère des tours bonus.
Piétinement.","Ruft Maden, entwickelt sie weiter und verleiht ihnen zusätzliche Züge.
Trampel.","Genera Larve, le fa evolvere e fornisce loro turni aggiuntivi.
Calpestamento.","Gera evolui e concede turnos adicionais a vermes.
Atropelamento."
ENEMY_LENNY_NAME,Lenny,,Lenny,Lenny,Lenny,Lenny,Lenny
ENEMY_LENNY_DESC,Loves kitties! Especially {buddyname}!,,¡Le chiflan los gatitos! Sobre todo {buddyname}.,Adore les chats&nbsp;! Surtout {buddyname}&nbsp;!,Liebt Kätzchen! Ganz besonders {buddyname}!,Ama i gattini! Soprattutto {buddyname}!,Adora gatinhos! Especialmente {buddyname}!
ENEMY_LENNY_DESC_M,,,,,,,
ENEMY_LENNY_DESC_F,,,,,,,
ENEMY_LENNY_DESC_N,,,,,,,
ENEMY_ZODIAC_NAME,Zodiac,,Zodiaco,Zodiaque,Zodiac,Zodiac,Zodíaco
ENEMY_ZODIAC_DESC,"Will shoot at anything that moves!
Limited ammo.",,"¡Dispara a todo lo que se mueve!
Munición limitada.","Tire sur tout ce qui bouge&nbsp;!
Munitions limitées.","Schießt auf alles, das sich bewegt!
Hat begrenzte Munition.","Spara a tutto ciò che si muove!
Munizioni limitate.","Dispara contra qualquer coisa que se mova!
Munição limitada."
ENEMY_CERBERUBS_NAME,Cerberubs,,Cerberino,Cerbère moignon,Zerbussi,Cerberino,Cerberubs
ENEMY_CERBERUBS_DESC,"Shoots Lava from its necks when damaged.
Becomes enraged when hit from behind.
Immune to Fire.",,"Dispara lava de los cuellos al sufrir daño.
Monta en cólera al recibir un golpe por detrás.
Inmune al fuego.","Crache de la lave de ses cous quand il est touché.
Devient furieux quand il est frappé par-derrière.
Immunité au feu.","Verschießt Lava aus seinem Hals, wenn er Schaden erleidet.
Wird wütend, wenn er von hinten angegriffen wird.
Immun gegen Feuer.","Spara lava dai colli quando subisce danno.
Acquisisce Rabbia quando viene colpito alle spalle.
Immune al fuoco.","Atira lava de seus pescoços ao sofrer dano.
Entra em fúria ao sofrer golpes por trás.
Imune contra fogo."
ENEMY_ASTROZOMBIE_NAME,Abandoned One,,Abandonado,Le Délaissé,Verstoßener,L'Abbandonato,O Abandonado
ENEMY_ASTROZOMBIE_DESC,Its melee attacks inflict random injuries.,,Sus ataques cuerpo a cuerpo infligen lesiones al azar.,Ses attaques au corps-à-corps infligent des blessures aléatoires.,Sein Nahkampfangriff verursacht zufällige Verletzungen.,I suoi attacchi corpo a corpo infliggono ferite casuali.,Seu ataque corpo-a-corpo aplica ferimentos aleatórios.
ENEMY_ASTROZOMBIEHEAD_DESC,"Its melee attack inflicts Burn.
Its scream will inflict Fear.",,"Su ataque cuerpo a cuerpo inflige quemadura.
Su grito inflige miedo.","Ses attaques au corps-à-corps infligent Brûlure.
Son cri inflige Peur.","Sein Nahkampfangriff verursacht Verbrennung.
Sein Schrei verursacht Angst.","Il suo attacco corpo a corpo infligge Bruciatura.
Il suo urlo infligge Paura.","Seu ataque corpo-a-corpo aplica queimadura.
Seu grito aplica medo."
ENEMY_SPEWER_NAME,Spewer,,Salivastro,Gicleur,Spucker,Vomitore,Vomitante
ENEMY_SPEWER_DESC,Will eat pills that heal him and change his form. Spits different kinds of liquids depending on his form.,,Come pastillas para curarse y cambiar de forma. Escupe distintos tipos de líquidos según la forma que adopte.,Avale des pilules qui le soignent et changent sa forme. Crache différents types de liquides selon sa forme.,"Frisst Pillen, die ihn heilen und seine Gestalt verändern. Spuckt verschiedene Flüssigkeiten, je nach dem, welche Gestalt er hat.",Mangia pillole che lo curano e gli fanno cambiare forma. Sputa diversi tipi di liquido a seconda della sua forma attuale.,Come pílulas que o curam e modificam sua forma. Cospe diferentes tipos de líquidos dependendo de sua forma.
ENEMY_FROSTBITER_NAME,Frostbiter,,Escarchante,Mordegivre,Frostbeißer,Mordighiaccio,Gelaco
ENEMY_FROSTBITER_DESC,"Slows and knocks back units.
Freezes adjacent units.",,"Ralentiza y hace retroceder a las unidades.
Congela a las unidades adyacentes.","Ralentit et repousse les unités.
Gèle les unités adjacentes.","Verlangsamt Einheiten und stößt sie zurück.
Friert benachbarte Einheiten ein.","Rallenta e respinge le unità.
Congela le unità adiacenti.","Torna unidades lentas e as empurra para trás.
Congela unidades adjacentes."
ENEMY_RATKING_NAME,Rat King,,Rey Rata,Roi des rats,Rattenkönig,Re Ratto,Rei dos Ratos
ENEMY_RATKING_DESC,Spawns Lil' Rats and throws adjacent units.,,Genera ratillas y lanza a las unidades adyacentes por los aires.,Invoque des ratons et lance les unités qui lui sont adjacentes.,Ruft Rattenfratze und wirft benachbarte Einheiten.,Evoca Topolini e lancia le unità adiacenti.,Gera pequenos ratos e lança unidades adjacentes.
ENEMY_GIRLDINO_NAME,Pachysaurus [img:female],,Paquisaurio [img:female],Pachysaurus [img:female],Pachysaurus [img:female],Pachysaura [img:female],Paquicefalossauro [img:female]
ENEMY_BOYDINO_NAME,Pachysaurus [img:male],,Paquisaurio [img:male],Pachysaurus [img:male],Pachysaurus [img:male],Pachysauro [img:male],Paquicefalossauro [img:male]
ENEMY_DINOLOVER_DESC,Melee attacker. Defends its partner.,,Atacante cuerpo a cuerpo. Defiende a su pareja.,Attaque au corps-à-corps. Protège son partenaire.,Nahkämpfer. Verteidigt den Partner.,Specialista del corpo a corpo. Difende il proprio partner.,Agressor corpo-a-corpo. Defende seu parceiro.
ENEMY_BLOAT_NAME,The Bloat,,La Pústula,Le Bouffi,Der Klops,La Pustola,O Inchaço
ENEMY_BLOAT_DESC,"Does a blood blast when units walk past its sides.
Spawns Eyeballs.",,"Provoca una explosión de sangre cuando las unidades pasan por su lado.
Genera ojos.","Projette une explosion de sang quand des unités s'approchent de ses flancs.
Invoque des yeux.","Spuckt Blut, wenn Einheiten an seiner Seite vorbeigehen.
Ruft Augäpfel.","Provoca un'esplosione di sangue quando le unità gli passano ai lati.
Genera Bulbi Oculari.","Realiza uma explosão de sangue quando unidades passam por suas laterais.
Gera globos oculares."
ENEMY_ZAPPHAUSER_NAME,Zapphauser,(a miniboss in the robot nazi future),Matahauser,Zapphauser,Zapphauser,Zapphauser,Zapphauser
ENEMY_ZAPPHAUSER_DESC,"Primes an attack when damaged.
Attacks all tiles of the same parity as his own.",,"Prepara un ataque al sufrir daño.
Ataca todas las casillas iguales que la suya.","Prépare une attaque quand il est touché.
Attaque toutes les cases du même type que la sienne.","Bereitet einen Angriff vor, wenn er Schaden erleidet.
Greift Felder der gleichen Farbe wie dem, auf dem er steht, an.","Innesca un attacco quando subisce danno.
Attacca tutte le caselle dello stesso colore.","Prepara um ataque ao sofrer dano.
Ataca todos os espaços do mesmo tipo do seu."
ENEMY_DRMANGLER_NAME,Dr. Mangler,"(a miniboss in the robot nazi future, a play on Dr. Mengele)",Dr. Mangala,Dr Estropieur,Dr. Mängel,Dottor Mangler,Dr. Mangler
ENEMY_DRMANGLER_DESC,Controls the Monster.,,Controla al monstruo.,Contrôle sa «&nbsp;création&nbsp;».,Kontrolliert das Monster.,Controlla il Mostro.,Controla o monstro.
ENEMY_MANGLERMONSTER_NAME,Mangler's Monster,,Monstruo de Mangala,Monstre du Dr Estropieur,Mängels Monster,Mostro di Mangler,Monstro de Mangler
ENEMY_MANGLERMONSTER_DESC,Controlled by the Doctor.,,Está bajo el control del científico.,Contrôlé par le docteur.,Wird von dem Doktor kontrolliert.,Controllato dal Dottore.,Controlado pelo doutor.
ENEMY_SHADOWCAT_NAME,Shadow Cat,cut enemy,Gato sombrío,Chat obscur,Schattenkatze,Gatto Ombra,Gato das Sombras
//bosses,,,,,,,
ENEMY_RADICALRAT_NAME,Radical Rat,,Rata Radical,Rat extrémiste,Radikale Ratte,Gatto Radicale,Gato Radical
ENEMY_RADICALRAT_DESC,Tosses bombs that explode at the end of the round.,,Lanza bombas que hacen explosión al final de la ronda.,Lance des bombes qui explosent en fin de manche.,"Wirft Bomben, die am Ende der Runde explodieren.",Lancia bombe che esplodono al termine del round.,Lança bombas que explodem no final da rodada.
ENEMY_BORIS_NAME,Boris,,Boris,Boris,Boris,Boris,Boris
ENEMY_BORIS_DESC,"Moves 1 tile towards whatever damages it.
Will Dash on its last turn.
Trample.",,"Se mueve 1 casilla hacia aquello que le inflija daño.
Corre en el último turno.
Pisotón.","Se déplace d'1&nbsp;case en direction de ce qui lui inflige des dégâts.
Effectue une ruée lors de son dernier tour.
Piétinement.","Bewegt sich 1&nbsp;Feld auf die Einheit zu, die ihm Schaden zufügt.
Führt in seinem letzten Zug einen Ansturm aus.
Trampel.","Si sposta di 1 casella verso qualunque cosa gli infligga danno.
Scatta nel suo ultimo turno.
Calpestamento.","Move-se 1 espaço na direção de qualquer coisa que lhe cause dano.
Realiza um impulso em seu último turno.
Atropelamento."
ENEMY_RATPILE_NAME,Rat Pile,cut enemy,Pila de ratas,Ragonie,Rattenhaufen,Pila di Ratti,
ENEMY_RATPILE_DESC,,,,,,,
ENEMY_DUSTDEVIL_NAME,Dust Devil,,Demonio de Arena,Hurlevent,Staubteufel,Diavolo di Sabbia,Demônio de Poeira
ENEMY_DUSTDEVIL_DESC,He's got the power of an upright in his goddamn hand!,"secret boss, gets flavor text instead of descriptive text. this one is a lyric from the song ""Dust Devil"" by butthole surfers",¡Tiene el poder de una aspiradora en la palma de la mano!,Qui sème le vent récolte la tornade&nbsp;!,Er hat den Schnaps gemacht. Na und?,"Possiede la potenza di un aspirapolvere grande, dannazione!",Possui o poder da retidão em sua mão maldita!
ENEMY_WIZARD_NAME,Wizard,beta/test enemy (no need to loc),Brujo,Sorcier,,Stregone,
ENEMY_WIZARD_DESC,,,,,,,
ENEMY_GEMINICATS_NAME,Gemini Cats,cut enemy (no need to loc),Gatos géminis,Chats jumeaux,,Gatti Gemini,
ENEMY_GEMINICATS_DESC,,,,,,,
ENEMY_ORNSTEIN_NAME,Ornstein,beta/test enemy (no need to loc),Ornstein,Ornstein,,Ornstein,
ENEMY_ORNSTEIN_DESC,,,,,,,
ENEMY_SMOUGH_NAME,Smough,beta/test enemy (no need to loc),Smough,Smough,,Smough,
ENEMY_SMOUGH_DESC,,,,,,,
ENEMY_ULTRASMOUGH_NAME,Ultra Smough,beta/test enemy (no need to loc),Ultra Smough,Ultra Smough,,Ultra Smough,
ENEMY_ULTRASMOUGH_DESC,,,,,,,
ENEMY_ULTRAORNSTEIN_NAME,Ultra Ornstein,beta/test enemy (no need to loc),Ultra Ornstein,Ultra Ornstein,,Ultra Ornstein,
ENEMY_ULTRAORNSTEIN_DESC,,,,,,,
ENEMY_WALLOFCATS_NAME,Wall of Cats,cut enemy (no need to loc),Muro de gatos,Mur félin,,Muro di Gatti,
ENEMY_WALLOFCATS_DESC,,,,,,,
ENEMY_BUMBLEFOOT_NAME,Bumblefoot,,Bumblefoot,Ver glouton,Bummelfuß,Podobubbone,Enviesado
ENEMY_BUMBLEFOOT_DESC,"Its leap attack will turn it upside down.
When upside down it performs an area attack.
Will eat any bodies in play, and living things if there are no bodies left.",,"Su ataque con salto lo deja del revés.
Cuando está boca abajo, ataca en un área.
Devora los cadáveres que haya y, si no queda ninguno, come seres vivos.","Son attaque sautée le retourne à l'envers.
Quand il est à l'envers, il effectue une attaque de zone.
Dévore tous les corps présents en jeu, et les êtres vivants s'il n'y a plus de corps.","Sein Sprungangriff sorgt dafür, dass er sich umdreht.
Wenn er umgedreht ist, führt er einen Flächenangriff aus.
Frisst Leichen und lebendige Einheiten, wenn es keine Leichen mehr gibt.","Il suo attacco in salto lo fa capovolgere.
Quando è sottosopra, esegue un attacco ad area.
Mangia tutti i cadaveri in gioco, e gli esseri viventi se non ci sono più cadaveri disponibili.","Seu ataque de salto o deixa de cabeça para baixo.
Quando está de cabeça para baixo, realiza um ataque em área.
Come qualquer corpo em jogo, e até mesmo coisas vivas se não houver mais corpos."
ENEMY_ROCKYBOBO_NAME,Rocky Bobo,,Rocobobo,Tourneroc,Rocky Bobo,Rocky Bobo,Rocky Bobo
ENEMY_ROCKYBOBO_DESC,"Moves towards what damages it.
Does a body slam attack in the direction he's facing.
Can levitate rocks!",,"Se mueve hacia lo que le inflige daño.
Lanza un ataque corporal hacia donde está mirando.
¡Hace levitar las rocas!","Se déplace en direction de ce qui lui inflige des dégâts.
Effectue un plaquage dans la direction à laquelle il fait face.
Peut faire léviter des pierres&nbsp;!","Bewegt sich auf Einheiten zu, die ihm Schaden zufügen.
Führt einen Bodyslam in die Richtung aus, in die er blickt.
Kann Steine schweben lassen!","Si sposta verso qualunque cosa gli infligga danno.
Esegue un attacco a schiacciata nella direzione in cui è rivolto.
Può far levitare le rocce!","Move-se na direção do que lhe causa dano.
Realiza um ataque de corpo na direção para a qual estiver olhando.
Pode levitar rochas!"
